Video ID,Approx Duration (ms),Video Audio Language,Video Category,Video Description (Original),Video Description (Original) Language,Channel ID,Video Title (Original),Video Title (Original) Language,Privacy,Video State,Video Create Timestamp,Video Publish Timestamp
kg_Ahw3S1B8,42000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Supportive gestures that make me smile - Hey George - NPR Politics podcast intro,en-US,Unlisted,Processed,2024-04-20T18:20:21+00:00,2024-04-20T18:25:55+00:00
0JH5T75-2Dc,44000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Apple Notes - Trump's John Gotti moment - Appears after posting the video with the title (see audio),en-US,Unlisted,Processed,2024-04-20T18:20:31+00:00,2024-04-20T18:30:33+00:00
uSQx2Fd0zXU,151000,zxx,People,Some people seem to like my playlists. Here's another one.,en-US,UCqSYEc4R7Vp4h233TQECEIw,Spotify playlist contents - Work 2022 - Maxieds,en-US,Public,Processed,2024-04-20T18:20:39+00:00,2024-04-20T18:24:35+00:00
Ia3Es-VHfjQ,197000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Amicus podcast audio retweet - Deja Coup episode and Trump on Jan6 Pardon stance,en-US,Unlisted,Processed,2024-04-27T15:35:33+00:00,2024-05-23T18:35:51+00:00
ztsGFqTTxe8,65000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Amicus podcast audio retweet - Another rehash of Trump on the Jan6 insurrection,en-US,Unlisted,Processed,2024-04-27T15:36:19+00:00,2024-05-23T18:37:01+00:00
MrV9f5NLkhI,35000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Maxieds Spotify playlist - You Top Songs 2018,en-US,Public,Processed,2024-04-27T15:36:32+00:00,2024-05-23T18:28:42+00:00
MkCgeT_tjZc,378000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Maxieds Spotify playlist - Maxie Mix 2016.12.07 - This one's a relic,en-US,Public,Processed,2024-04-27T15:36:41+00:00,2024-05-23T18:29:35+00:00
GMeD7qGGpnw,47000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,UChicago - Not Another Politics podcast - Elon Musk and toiling away all winter in Chicago - Retweet,en-US,Unlisted,Processed,2024-04-27T15:37:56+00:00,2024-04-27T15:42:41+00:00
pnf3qrGBdis,100000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Amicus podcast audio retweet - Trump's conviction rehash,en-US,Unlisted,Processed,2024-04-27T15:38:04+00:00,2024-05-23T18:37:54+00:00
yUeunGfarE0,21000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Amicus podcast audio retweet - Deja Coup episode - Jan6 alive or dead commentary,en-US,Unlisted,Processed,2024-04-27T15:38:10+00:00,2024-05-23T18:38:49+00:00
ozwC1YIgk8Y,228000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Amicus podcast audio retweet - Deja Coup - Trump a bully and a slow civil war,en-US,Unlisted,Processed,2024-04-27T15:38:13+00:00,2024-05-23T18:39:59+00:00
YC2zGaypmeU,130000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Supportive gestures - Spotify podcast of Tony Bourdain on Joe Rogan's show - Always entertaining,en-US,Unlisted,Processed,2024-05-11T17:30:36+00:00,2024-05-23T18:34:15+00:00
NscX3VVr0_Y,44000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Maxieds Spotify playlist - Welcome to Atlanta,en-US,Unlisted,Processed,2024-05-11T17:30:53+00:00,2024-05-23T18:30:29+00:00
sJacLXtpfYg,214000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Amicus podcast audio retweet - Deja Coup - Jan6 normal and cat-map-map-cat childhood reference,en-US,Unlisted,Processed,2024-05-11T17:30:57+00:00,2024-05-23T18:41:07+00:00
lGVZVX4Wjmw,45000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,DHS downtime YouTube post memento - Screw you from Elon Musk to me that put Mary Trump in CHITOWN,en-US,Unlisted,Processed,2024-05-13T17:29:15+00:00,2024-05-23T18:33:04+00:00
VyO9EqXN2HY,54000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Off the Hook audio retweet - Pronunciation of Xenophobia to compare with AI generated Refuse Fascism,en-US,Unlisted,Processed,2024-05-13T17:29:25+00:00,2024-05-23T18:42:48+00:00
xyS2atCa2Hc,59000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"NPR Politics podcast audio retweet - Mike Johnson protests and annoying ""I can't hear you"" rhetoric",en-US,Unlisted,Processed,2024-05-13T17:29:31+00:00,2024-05-23T18:43:48+00:00
LW_U1w4nZGc,177000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,UChicago NAPP audio retweet - Obama prep for Anthony/X charges - Judicial recall for light sentence,en-US,Unlisted,Processed,2024-05-13T17:29:40+00:00,2024-05-23T18:46:03+00:00
ji-7Plqrj7I,26000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,WBAI reference for the OTH guys on the Clash's Sandinista - How did I miss this? (DONATE!),en-US,Unlisted,Processed,2024-05-24T18:07:41+00:00,2024-05-24T18:11:09+00:00
ZGwiFjNevxQ,20000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Maxieds Spotify playlist - Fu*k you Ronald Regan - It's about the unfair battle for Vyvanse in ATL,en-US,Unlisted,Processed,2024-05-24T18:07:44+00:00,2024-05-24T18:09:48+00:00
_BzL_jWauok,20000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,South Shore - No shoot 109 zone - High school and drug gram references walking home - Why?!?,en-US,Unlisted,Processed,2024-06-01T18:46:42+00:00,2024-06-17T21:15:54+00:00
0cjIeZVq7JA,40000,zxx,People,"Memorial Day 2024 - Daddy (Trump et. al.) was a draft dodgers and ""they (his kids) all look like fat Italian plumbers to me"". Cf. the podcast discussion not of whether Trump (pre-conviction) is a Nazi or fascist dictator, but towards a lively debate of whether he is more like Hitler or more like Mussolini... (ask me. Try it sometime!)",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Memorial Day 2024 - Daddy was a draft dodger and his kids ""all look like fat Italian plumbers to me""",en-US,Unlisted,Processed,2024-06-01T18:46:47+00:00,2024-06-04T18:29:07+00:00
x1nGSuwOSJU,11000,zxx,People,See subject (line above).,en-US,UCqSYEc4R7Vp4h233TQECEIw,"Non-curved digital number four - Yes, it is possible - Addendum to Tesla subway car video (44/SS)",en-US,Unlisted,Processed,2024-06-01T18:46:56+00:00,2024-06-04T18:16:52+00:00
wh1lChrt6_0,44000,zxx,People,"Oh, oh no, I got caught! - Failed attempt to document different hosting of originals versus main (the man) user revised copies of my data",en-US,UCqSYEc4R7Vp4h233TQECEIw,Darkweb ipad photo exports - Failed attempt to document different hosts of revised originals (5/13),en-US,Unlisted,Processed,2024-06-04T17:59:46+00:00,2024-06-04T18:20:24+00:00
RmJS3bCcc3s,9000,zxx,People,"A.k.a. - 420 which Elon Musk thinks is ""funny"" like the number 69 and other mostly annoying eccentricities - Did anyone else catch that Ketamine is IV administered by a specialist? Or Kara Swisher on Don Lemon's show the week after Mr. Musk saying he is a known partier, contradicting his recreational substance abuse abstinence claims (the man's way of acknowledging he is lying through his teeth in that classic interview with many personal digs at me) - Pretty sure Don Lemon is in on the documentary stuff in Chicago with Sean Penn and Michael Moore. You can tell by the recent topics of my conversation and the show titles reflecting taking all that seriously - Mr. Musk and his kids and their close cohort continue to make my life excrutiating and more abnormally difficult that it needs to be.",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Darkweb ipad Photos app - On this day, memories for you - April 20, 2023 (Aka Muskian 420 reference)",en-US,Unlisted,Processed,2024-06-04T17:59:51+00:00,2024-06-04T18:13:23+00:00
wtO0_KceKtE,59000,zxx,People,"E.g., should men be able to sexually assault women without penalty? My experience with men like this is that they look at all women like they are prostitutes and that a women's right to consent to sexual activity is not inherent. Ergo, when a man decides he wants sex, the target woman will either throw themself at him, or he will rape her by slipping a date rape drug in her drink or a use cigarette lode in the (e)vile, toxically masculine action of ""blowing a lode (load)"". I like this one said to me in passing this morning: #MeTooSis",en-US,UCqSYEc4R7Vp4h233TQECEIw,"WBAI/OTH trailer to clarify the recent NPR Pat Buchannan ""radical feminism"" topics (see below)",en-US,Unlisted,Processed,2024-06-04T17:59:55+00:00,2024-06-04T18:15:17+00:00
r7T19T3qoqE,45000,zxx,People,"DADDY WAS A DRAFT DODGER! CAPICHE, CUPCAKES! My liver is achy. Liver-achy. That's Liverache to the Italians. Onward men! My dad was in the casino that night...",en-US,UCqSYEc4R7Vp4h233TQECEIw,Supportive gestures - Thanksgiving BSis and DFriend - Andre fat Italian plumber Mario toilet bomb,en-US,Unlisted,Processed,2024-06-04T18:00:02+00:00,2024-06-17T21:18:12+00:00
vScgwhs5oTc,34000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Stint in wrist - Shows Andre/X can control it remotely/BT - Games while filming - NO PICTURES!,en-US,Unlisted,Processed,2024-06-04T18:00:21+00:00,2024-06-17T21:20:02+00:00
VwI4VEyGURA,224000,zxx,People,"Elon Musk is a paranoid, panicky eVILE MF-er!! As are his ""kids""...",en-US,UCqSYEc4R7Vp4h233TQECEIw,Darkweb ipad exported photos - File copy and extension oddities around key dates of online postings,en-US,Unlisted,Processed,2024-06-04T18:00:43+00:00,2024-06-04T18:25:45+00:00
M5u1PgGdi3E,25000,zxx,People,"The ""Save to files"" versus ""Export unmodified originals"" hosted on a different desktop or iPhone VM. See the first (5/13 irony) version of this game posted as a video.",en-US,UCqSYEc4R7Vp4h233TQECEIw,"Darkweb ipad photo export anomalies - Oh, oh no, I got caught! - Tracing revised copies of my data",en-US,Unlisted,Processed,2024-06-04T18:02:06+00:00,2024-06-04T18:23:23+00:00
c744Jmz7t0o,554000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,Dark web ipad search results - Project 2025 and big backers of the Heritage Foundation - 06/08/2024,en-US,Unlisted,Processed,2024-06-08T16:10:25+00:00,2024-06-08T16:13:06+00:00
e9pyhE6Psqc,1000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,ABQ Sandia healthcare spoof - Checkout the scary darkweb style logos - VID_20220903_024234401,en-US,Unlisted,Processed,2024-06-08T17:13:40+00:00,2024-06-11T19:21:59+00:00
rzhhEg9zBxg,3000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"Kush, American cat from Bogota - Catnip lover I - VID_20190619_112605",en-US,Unlisted,Processed,2024-06-08T17:13:41+00:00,2024-06-11T19:23:12+00:00
c6-DTlw6rjk,1000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,"Kush, American cat from Bogota - Catnip lover II - VID_20190505_121822",en-US,Unlisted,Processed,2024-06-08T17:13:42+00:00,2024-06-11T19:23:46+00:00
vz96YZNt4Rc,5000,zxx,People,,en-US,UCqSYEc4R7Vp4h233TQECEIw,ABQ LaVentana (McDonald) apartment characterizations - Purple square  anti-Semitic unicode royalty,en-US,Unlisted,Processed,2024-06-08T17:13:43+00:00,2024-06-17T15:58:23+00:00





